result_id,status,repair_field,old_value,new_value,score,D_score,E_score,execution_estimate,athlete_name,event_name,event_year,apparatus,vt_attempt,format,round,discipline,category,represented_country,reason
16165,would_apply,D_score,2.4,,13.45,2.4,,11.05,Holger Lindequist,Danish Championships,2018,VT,2,INDIVIDUAL,FINAL,MAG,JUNIOR,DEN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
30555,would_apply,D_score,2.7,,2.25,2.7,,-0.45,Noah Royer,Elite Canada,2018,PB,,APPARATUS,FINAL,MAG,JUNIOR,CAN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
24855,would_apply,D_score,1.4,,0.333,1.4,,-1.067,Lucas Bahamondes,European Championships,2018,PH,,INDIVIDUAL,QUALIFICATION,MAG,JUNIOR,DEN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
27056,would_apply,D_score,0.6,,0.366,0.6,,-0.234,Mateo Zugec,European Championships,2018,HB,,INDIVIDUAL,QUALIFICATION,MAG,JUNIOR,CRO,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
18209,would_apply,D_score,1.3,,0.9,1.3,,-0.4,Jakob Byggmästar,Finnish Championships,2018,SR,,INDIVIDUAL,FINAL,MAG,SENIOR,FIN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
17298,would_apply,D_score,1.4,,0.766,1.4,,-0.634,Ivan Asgeirsson,GK Championships,2018,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,ISL,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
32289,would_apply,D_score,2.3,,2.05,2.3,,-0.25,Pelayo Rubio Cuesta,International GymSport,2018,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,ESP,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
7718,would_apply,D_score,0.4,,11.2,0.4,,10.8,Cristobal Prado,Junior Pan Am Championships,2018,PB,,INDIVIDUAL,FINAL,MAG,JUNIOR,CHI,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
18310,would_apply,D_score,1.4,,0.25,1.4,,-1.15,Jakub Dobrowolski,Polish Championships,2018,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,POL,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
36300,would_apply,D_score,2.6,,2.5,2.6,,-0.1,Sergio Moyano,South American Games,2018,PH,,INDIVIDUAL,FINAL,MAG,SENIOR,BOL,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
2788,would_apply,D_score,4.1,,14.55,4.1,,10.45,Andrei Muntean,Top 12 Series 1,2018,SR,,INDIVIDUAL,FINAL,MAG,SENIOR,ROU,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
42750,would_apply,D_score,3.5,,13.85,3.5,,10.35,Zachary Tiderman,U.S. Championships,2018,PB,,INDIVIDUAL,QUALIFICATION,MAG,JUNIOR,USA,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
42668,would_apply,D_score,1.4,,0.35,1.4,,-1.05,Zac Williams,Welsh Championships,2018,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,GBR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
163188,would_apply,D_score,1.1,,0.9,1.1,,-0.2,Janine Hashemi,1st Bundesliga,2019,UB,,INDIVIDUAL,FINAL,WAG,SENIOR,GER,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
119157,would_apply,D_score,2.2,,12.65,2.2,,10.45,Marco Gigli,2nd Italian Serie A,2019,HB,,INDIVIDUAL,FINAL,MAG,SENIOR,ITA,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
140207,would_apply,D_score,1.7,,1.2,1.7,,-0.5,Adekemi Victoria Adesida,African Games,2019,BB,,INDIVIDUAL,FINAL,WAG,SENIOR,NGR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
140212,would_apply,D_score,0.6,,0.233,0.6,,-0.367,Adekemi Victoria Adesida,African Games,2019,UB,,APPARATUS,FINAL,WAG,SENIOR,NGR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
94852,would_apply,D_score,1.9,,0.0,1.9,,-1.9,Ayele Afewerk Habteweld,African Games,2019,PB,,INDIVIDUAL,FINAL,MAG,SENIOR,ETH,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
102516,would_apply,D_score,0.7,,0.3,0.7,,-0.4,Evaristo Tchikungu,African Games,2019,HB,,INDIVIDUAL,FINAL,MAG,SENIOR,ANG,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
103768,would_apply,D_score,1.4,,0.0,1.4,,-1.4,Franck Max Monti,African Games,2019,PB,,INDIVIDUAL,FINAL,MAG,SENIOR,CMR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
103769,would_apply,D_score,0.6,,0.1,0.6,,-0.5,Franck Max Monti,African Games,2019,PH,,INDIVIDUAL,FINAL,MAG,SENIOR,CMR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
105422,would_apply,D_score,1.5,,0.2,1.5,,-1.3,Haftamu Muluye Tigabu,African Games,2019,PB,,INDIVIDUAL,FINAL,MAG,SENIOR,ETH,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
160476,would_apply,D_score,0.7,,0.45,0.7,,-0.25,Helen Ocheke,African Games,2019,UB,,INDIVIDUAL,FINAL,WAG,SENIOR,NGR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
121116,would_apply,D_score,1.4,,1.233,1.4,,-0.167,Michael Yakubu Adamu,African Games,2019,HB,,APPARATUS,FINAL,MAG,SENIOR,NGR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
121109,would_apply,D_score,1.8,,0.5,1.8,,-1.3,Michael Yakubu Adamu,African Games,2019,PB,,INDIVIDUAL,FINAL,MAG,SENIOR,NGR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
121110,would_apply,D_score,1.9,,0.0,1.9,,-1.9,Michael Yakubu Adamu,African Games,2019,PH,,INDIVIDUAL,FINAL,MAG,SENIOR,NGR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
179894,would_apply,D_score,2.6,,12.633,2.6,,10.033,Nancy Taman,African Games,2019,VT,2,APPARATUS,FINAL,WAG,SENIOR,EGY,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
122692,would_apply,D_score,1.2,,0.0,1.2,,-1.2,Negaso Tadesse Kejela,African Games,2019,PB,,INDIVIDUAL,FINAL,MAG,SENIOR,ETH,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
182539,would_apply,D_score,0.4,,0.2,0.4,,-0.2,Oluwadamilola Nike Oluwafemi,African Games,2019,UB,,INDIVIDUAL,FINAL,WAG,SENIOR,NGR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
126416,would_apply,D_score,1.4,,0.8,1.4,,-0.6,Prosper Okosun,African Games,2019,SR,,INDIVIDUAL,FINAL,MAG,SENIOR,NGR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
127150,would_apply,D_score,0.9,,0.0,0.9,,-0.9,Rehobot Aberham Ayza,African Games,2019,PB,,INDIVIDUAL,FINAL,MAG,SENIOR,ETH,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
127414,would_apply,D_score,1.3,,0.3,1.3,,-1.0,Repene Magalhães,African Games,2019,PB,,INDIVIDUAL,FINAL,MAG,SENIOR,ANG,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
127415,would_apply,D_score,1.2,,0.0,1.2,,-1.2,Repene Magalhães,African Games,2019,PH,,INDIVIDUAL,FINAL,MAG,SENIOR,ANG,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
100520,would_apply,D_score,2.2,,1.45,2.2,,-0.75,Samuel Paulson Djider,African Games,2019,PB,,INDIVIDUAL,FINAL,MAG,SENIOR,CMR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
100521,would_apply,D_score,0.6,,0.0,0.6,,-0.6,Samuel Paulson Djider,African Games,2019,PH,,INDIVIDUAL,FINAL,MAG,SENIOR,CMR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
137473,would_apply,D_score,0.7,,0.05,0.7,,-0.65,Xavier Bernardo,African Games,2019,HB,,INDIVIDUAL,FINAL,MAG,SENIOR,ANG,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
109273,would_apply,D_score,2.7,,2.433,2.7,,-0.267,Jakub Dobrowolski,Barborka Cup,2019,PB,,INDIVIDUAL,FINAL,MAG,JUNIOR,POL,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
103697,would_apply,D_score,3.6,,14.1,3.6,,10.5,Francisco Barretto,Brazilian Championships,2019,HB,,INDIVIDUAL,FINAL,MAG,SENIOR,BRA,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
105365,would_apply,D_score,1.6,,0.5,1.6,,-1.1,Gustavo Moraes,Brazilian Championships,2019,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,BRA,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
132903,would_apply,D_score,3.6,,13.85,3.6,,10.25,Tales Damasio,Brazilian Championships,2019,VT,1,INDIVIDUAL,FINAL,MAG,SENIOR,BRA,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
95278,would_apply,D_score,1.0,,0.45,1.0,,-0.55,Benjamin McBain,British Championships,2019,HB,,INDIVIDUAL,FINAL,MAG,JUNIOR,GBR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
117284,would_apply,D_score,2.1,,1.5,2.1,,-0.6,Loui Heap,British Championships,2019,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,GBR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
104455,would_apply,D_score,2.8,,12.95,2.8,,10.15,Gao Yujie,Chinese National Youth Games,2019,VT,2,INDIVIDUAL,QUALIFICATION,MAG,JUNIOR,CHN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
119034,would_apply,D_score,1.9,,1.367,1.9,,-0.533,Manuel Cifuentes,Colombian Championships,2019,PH,,INDIVIDUAL,FINAL,MAG,SENIOR,COL,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
119545,would_apply,D_score,1.9,,0.667,1.9,,-1.233,Marko Jovicic,Croatian Championships,2019,PH,,INDIVIDUAL,FINAL,MAG,SENIOR,CRO,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
166135,would_apply,D_score,0.7,,0.4,0.7,,-0.3,Karena Child,English Championships,2019,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,GBR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
113241,would_apply,D_score,2.6,,2.133,2.6,,-0.467,Karl Idesjö,European Championships,2019,PH,,INDIVIDUAL,QUALIFICATION,MAG,SENIOR,SWE,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
94823,would_apply,D_score,2.8,,13.55,2.8,,10.75,Axel Joinel,French Championships,2019,VT,1,INDIVIDUAL,FINAL,MAG,JUNIOR,FRA,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
92429,would_apply,D_score,0.7,,0.35,0.7,,-0.35,Aman Salim,Indian Championships,2019,SR,,INDIVIDUAL,FINAL,MAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
92446,would_apply,D_score,0.7,,0.65,0.7,,-0.05,Amit Choudhary,Indian Championships,2019,PB,,INDIVIDUAL,FINAL,MAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
145017,would_apply,D_score,0.4,,0.25,0.4,,-0.15,Ankitha Raj K.,Indian Championships,2019,BB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
145019,would_apply,D_score,0.6,,0.25,0.6,,-0.35,Ankitha Raj K.,Indian Championships,2019,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
146050,would_apply,D_score,0.3,,0.25,0.3,,-0.05,Aprajitha M.,Indian Championships,2019,UB,,INDIVIDUAL,FINAL,WAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
94493,would_apply,D_score,0.7,,0.25,0.7,,-0.45,Aryan Kumar,Indian Championships,2019,FX,,INDIVIDUAL,FINAL,MAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
94495,would_apply,D_score,1.3,,1.1,1.3,,-0.2,Aryan Singhal,Indian Championships,2019,FX,,INDIVIDUAL,FINAL,MAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
94497,would_apply,D_score,0.1,,0.05,0.1,,-0.05,Aryan Singhal,Indian Championships,2019,SR,,INDIVIDUAL,FINAL,MAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
146474,would_apply,D_score,0.2,,0.0,0.2,,-0.2,Ashwini Patil,Indian Championships,2019,BB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
146476,would_apply,D_score,0.6,,0.25,0.6,,-0.35,Ashwini Patil,Indian Championships,2019,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
147438,would_apply,D_score,0.4,,0.0,0.4,,-0.4,Bansari Ramna,Indian Championships,2019,BB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
147440,would_apply,D_score,0.2,,0.0,0.2,,-0.2,Bansari Ramna,Indian Championships,2019,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
147613,would_apply,D_score,0.7,,0.05,0.7,,-0.65,Beenu Sharma,Indian Championships,2019,BB,,INDIVIDUAL,FINAL,WAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
147615,would_apply,D_score,0.2,,0.05,0.2,,-0.15,Beenu Sharma,Indian Championships,2019,UB,,INDIVIDUAL,FINAL,WAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
96013,would_apply,D_score,1.3,,0.2,1.3,,-1.1,C Sarjith Kumar,Indian Championships,2019,SR,,INDIVIDUAL,FINAL,MAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
151958,would_apply,D_score,0.5,,0.15,0.5,,-0.35,D. Mohan Rupa,Indian Championships,2019,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
152519,would_apply,D_score,0.9,,0.05,0.9,,-0.85,Darshna Kalal,Indian Championships,2019,BB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
152993,would_apply,D_score,1.2,,0.2,1.2,,-1.0,Diksha Bassi,Indian Championships,2019,BB,,INDIVIDUAL,FINAL,WAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
105353,would_apply,D_score,1.2,,0.05,1.2,,-1.15,Gurjeet Singh,Indian Championships,2019,SR,,INDIVIDUAL,FINAL,MAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
105892,would_apply,D_score,0.1,,0.01,0.1,,-0.09,Harsh Sahu,Indian Championships,2019,HB,,INDIVIDUAL,FINAL,MAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
105894,would_apply,D_score,0.7,,0.05,0.7,,-0.65,Harsh Sahu,Indian Championships,2019,SR,,INDIVIDUAL,FINAL,MAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
162668,would_apply,D_score,1.8,,0.0,1.8,,-1.8,Ishita Dhameliya,Indian Championships,2019,BB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
165586,would_apply,D_score,0.6,,0.0,0.6,,-0.6,K. Latha Sarvani,Indian Championships,2019,BB,,INDIVIDUAL,FINAL,WAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
165588,would_apply,D_score,0.2,,0.0,0.2,,-0.2,K. Latha Sarvani,Indian Championships,2019,UB,,INDIVIDUAL,FINAL,WAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
165591,would_apply,D_score,1.9,,1.75,1.9,,-0.15,K. Susmitha,Indian Championships,2019,BB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
166608,would_apply,D_score,0.4,,0.0,0.4,,-0.4,Kathalyne Nirubhama,Indian Championships,2019,BB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
114333,would_apply,D_score,1.3,,1.05,1.3,,-0.25,Khuswant Singh,Indian Championships,2019,FX,,INDIVIDUAL,FINAL,MAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
118541,would_apply,D_score,1.6,,1.35,1.6,,-0.25,M Madhuvan,Indian Championships,2019,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
118548,would_apply,D_score,1.3,,0.25,1.3,,-1.05,M Sathish Kumar,Indian Championships,2019,SR,,INDIVIDUAL,FINAL,MAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
118556,would_apply,D_score,1.2,,0.6,1.2,,-0.6,M Vignesh,Indian Championships,2019,SR,,INDIVIDUAL,FINAL,MAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
177265,would_apply,D_score,0.4,,0.0,0.4,,-0.4,Mathiuhuailiu Pame,Indian Championships,2019,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
122500,would_apply,D_score,1.5,,1.25,1.5,,-0.25,Naren Katta,Indian Championships,2019,PB,,INDIVIDUAL,FINAL,MAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
124130,would_apply,D_score,1.2,,0.7,1.2,,-0.5,Nishant Baghela,Indian Championships,2019,PB,,INDIVIDUAL,FINAL,MAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
125025,would_apply,D_score,1.2,,0.25,1.2,,-0.95,P Arshad Khan,Indian Championships,2019,SR,,INDIVIDUAL,FINAL,MAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
183947,would_apply,D_score,1.3,,0.9,1.3,,-0.4,Pooja ,Indian Championships,2019,BB,,INDIVIDUAL,FINAL,WAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
126530,would_apply,D_score,1.3,,0.45,1.3,,-0.85,R Sasi Kumar,Indian Championships,2019,SR,,INDIVIDUAL,FINAL,MAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
184690,would_apply,D_score,0.6,,0.35,0.6,,-0.25,Rakhi ,Indian Championships,2019,BB,,INDIVIDUAL,FINAL,WAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
127785,would_apply,D_score,1.8,,1.6,1.8,,-0.2,Rishikesh Patil,Indian Championships,2019,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
185539,would_apply,D_score,0.7,,0.25,0.7,,-0.45,Riya Pandey,Indian Championships,2019,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
129038,would_apply,D_score,0.1,,0.05,0.1,,-0.05,S Alim Basha,Indian Championships,2019,SR,,INDIVIDUAL,FINAL,MAG,SENIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
129368,would_apply,D_score,1.7,,1.35,1.7,,-0.35,Samip Prajapati,Indian Championships,2019,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
192458,would_apply,D_score,0.2,,0.0,0.2,,-0.2,U. Harini Priya,Indian Championships,2019,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
